1,0.0,0.0,0.0,0.0,6.5,1.6,0.0,10.8,0.0,0.0,49.5,3.7
2,0.0,0.0,0.0,0.0,0.0,16.2,0.0,21.6,17.8,5.5,1.6,1.3
3,0.0,0.0,0.0,0.0,0.0,1.8,11.1,6.1,5.9,26.0,47.7,17.7
4,0.0,0.0,0.0,0.0,8.5,1.4,0.0,32.9,0.2,0.8,0.0,0.2
5,0.0,0.0,0.0,0.0,0.1,2.6,6.1,24.3,0.0,0.0,36.3,0.1
6,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.9,0.0,0.0,40.5,0.0
7,0.0,0.0,0.0,0.0,19.4,6.9,0.0,1.4,0.0,0.0,52.3,0.0
8,0.0,0.0,0.0,0.0,0.0,0.3,14.3,6.4,0.3,0.0,7.0,0.3
9,0.0,0.0,0.0,0.0,0.0,0.0,1.8,8.7,0.1,0.0,0.0,0.0
10,0.0,0.0,-99.0,0.0,0.0,7.6,18.7,17.1,10.2,2.2,2.3,0.9
11,0.0,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.5,1.5,0.6,0.0
12,0.0,0.0,0.0,0.0,12.3,1.2,0.0,0.0,0.3,8.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.1,94.2,0.0,2.6,0.0
14,0.0,0.0,0.0,0.0,0.4,24.8,0.5,0.1,8.5,21.7,13.7,0.0
15,0.0,0.0,0.0,1.8,17.2,8.4,0.9,2.8,0.0,18.2,0.0,0.0
16,0.9,0.0,0.0,0.0,0.0,16.0,1.4,11.2,15.1,22.6,0.0,0.0
17,0.1,0.0,0.0,0.0,1.4,1.8,0.0,22.5,8.8,14.5,0.0,0.0
18,0.0,0.0,0.0,11.8,71.5,9.1,2.5,0.0,7.8,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,2.4,14.8,18.2,0.0,0.0,0.0,1.2,0.0
20,0.0,0.0,0.0,0.0,1.7,2.8,1.4,12.0,5.0,0.0,0.5,0.0
21,0.0,0.0,0.0,13.8,0.3,15.1,3.0,10.0,13.8,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,1.3,8.2,4.5,1.2,34.0,2.7,0.0,0.0
23,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,4.5,15.6,0.1,0.0
24,0.0,0.0,0.0,0.0,0.2,0.0,4.5,0.0,0.0,0.2,8.4,0.0
25,0.0,0.0,0.0,0.0,43.7,1.3,11.0,0.9,0.0,2.3,0.0,0.0
26,0.0,0.0,0.0,0.0,48.1,21.7,0.0,0.2,10.9,4.7,0.4,0.0
27,0.0,0.0,0.0,0.0,2.1,0.0,10.2,9.8,19.6,3.5,0.0,0.0
28,0.3,0.0,0.0,0.0,0.0,0.0,25.4,0.0,1.9,54.3,0.0,0.0
29,0.0,-99.0,0.0,0.0,16.6,9.5,0.4,0.0,0.0,1.0,0.0,0.0
30,0.0,-99.0,0.0,0.0,21.2,0.9,7.3,0.0,0.0,15.2,5.2,0.0
31,0.1,-99.0,0.0,-99.0,52.2,-99.0,0.0,24.6,-99.0,13.8,-99.0,0.0
