1,0.0,0.0,0.0,0.0,0.0,2.5,0.0,19.0,0.0,27.2,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,24.5,1.6,1.2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,7.2,4.0,0.0,8.4,0.0,3.2
4,0.0,0.0,0.0,0.0,0.1,0.5,13.1,0.0,0.0,67.7,0.0,9.2
5,0.0,0.0,0.0,0.0,3.6,14.0,0.0,13.6,0.0,40.3,0.0,0.1
6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,17.6,0.0,0.4,0.0,0.0
7,0.0,0.0,0.0,0.0,1.5,2.7,2.3,2.6,0.0,1.4,0.0,0.0
8,0.2,0.0,0.0,0.0,0.0,2.0,1.6,6.5,0.0,22.6,0.0,0.0
9,0.0,0.0,5.3,0.0,0.2,46.2,2.2,0.3,0.0,2.0,0.0,0.0
10,0.2,0.0,0.0,0.0,28.5,71.1,15.5,0.0,0.0,9.2,0.0,0.0
11,0.0,0.0,0.0,0.0,4.7,1.7,14.2,7.5,0.0,12.5,0.0,0.0
12,0.0,0.0,-99.0,0.0,0.0,0.4,0.5,22.4,0.0,0.1,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,14.8,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.2,0.0,8.5,0.0,69.2,0.0,0.0
15,0.0,0.0,0.0,0.0,9.0,35.7,0.0,20.5,0.0,6.5,0.0,1.4
16,0.0,0.0,0.0,0.0,0.0,5.6,0.0,2.0,0.0,0.0,4.3,0.0
17,0.0,0.0,0.0,0.0,6.4,2.5,0.0,40.7,0.0,2.4,0.7,0.0
18,0.0,0.0,0.5,0.0,12.9,3.5,2.2,33.0,-99.0,7.5,0.0,0.0
19,0.0,-99.0,0.5,0.0,0.0,7.0,0.0,24.3,0.0,0.0,5.0,0.0
20,0.0,0.0,0.0,0.0,0.5,10.7,4.3,4.8,0.0,1.0,4.5,4.0
21,0.0,0.0,0.0,0.0,11.3,5.9,1.0,0.0,0.0,9.2,0.8,0.0
22,0.0,0.0,0.0,0.0,18.4,55.4,10.9,0.0,0.0,2.9,0.0,0.0
23,0.0,0.0,0.0,0.0,4.2,0.2,12.6,18.7,0.0,5.2,0.2,0.0
24,0.0,0.0,0.0,0.0,0.2,3.9,0.5,0.9,0.0,13.5,4.2,0.0
25,0.0,0.0,0.0,0.0,0.8,0.4,3.6,8.6,0.0,5.7,0.0,0.0
26,0.8,0.0,0.0,0.0,0.0,12.2,19.5,3.5,0.0,4.8,0.0,0.0
27,0.2,0.0,0.0,0.0,4.1,9.4,1.1,0.0,0.0,26.2,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,4.4,0.0,55.3,0.0,9.4,0.0,0.0
29,0.0,-99.0,0.0,0.0,29.0,6.4,0.0,41.2,0.0,0.0,0.5,0.0
30,0.0,-99.0,0.3,0.0,0.0,3.3,0.0,9.9,0.0,0.4,0.0,0.0
31,0.0,-99.0,0.0,-99.0,0.3,-99.0,10.7,5.1,-99.0,1.4,-99.0,0.0
