1,1.6,0.0,0.0,0.0,0.1,0.0,0.0,24.0,14.9,10.6,0.0,0.0
2,0.0,0.0,0.0,0.0,26.4,0.5,0.0,0.0,0.2,15.5,1.3,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.6,7.1,6.3,0.0
4,0.0,0.0,0.0,0.0,0.0,7.5,0.0,7.0,1.0,7.9,31.5,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.5,30.8,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,2.0,26.0,3.8,6.0
7,0.0,0.0,0.0,0.0,0.0,0.7,10.8,6.9,1.0,1.0,0.5,0.0
8,-99.0,0.0,0.0,0.0,2.5,63.2,2.6,4.0,9.6,13.7,11.0,0.0
9,0.0,0.0,0.0,0.0,0.0,76.6,5.2,17.3,0.0,4.0,7.7,0.0
10,0.0,0.0,0.0,0.0,0.0,-99.0,0.8,37.2,4.4,1.5,6.5,0.4
11,0.0,0.0,0.0,0.0,0.0,2.7,4.8,17.1,1.2,0.9,0.0,11.3
12,0.0,0.0,0.0,0.0,0.0,0.0,36.3,28.2,28.2,2.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,4.0,0.1,19.8,1.9,0.2,0.0,0.4
14,0.0,0.0,0.0,0.0,0.0,1.8,19.5,19.6,0.1,1.5,4.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,0.1,6.0,58.5,0.0
16,0.0,0.0,0.0,0.0,0.0,14.6,10.4,12.8,1.9,43.7,1.5,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.6,14.4,1.9,3.7,42.5,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,2.3,8.9,2.0,20.8,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,32.0,0.3,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,2.5,19.5,6.6,3.5,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,44.6,31.1,51.4,24.3,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,15.0,2.8,6.1,1.6,0.0,0.0,0.0
23,0.1,0.0,0.0,0.0,0.5,6.2,3.1,0.0,13.2,16.5,16.0,0.0
24,0.0,0.0,0.0,0.0,0.2,12.3,14.0,0.0,10.2,0.0,2.0,0.0
25,0.0,0.0,0.0,0.0,0.0,2.2,43.2,4.3,0.0,12.5,0.0,0.0
26,0.0,0.0,0.0,0.0,2.5,7.3,0.0,0.0,52.4,1.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,28.0,19.0,0.0,21.5,2.0,0.1,0.0
28,0.0,0.0,0.0,0.0,3.1,14.3,0.0,0.0,7.5,3.1,0.0,0.0
29,0.0,-99.0,0.0,0.0,0.0,1.7,0.2,0.0,2.2,0.0,0.0,0.0
30,0.0,-99.0,0.0,0.0,6.1,17.9,25.7,11.7,32.9,0.7,0.0,0.0
31,0.0,-99.0,0.0,-99.0,8.1,-99.0,0.0,2.8,-99.0,0.0,-99.0,0.0
